date,interval,price_yuan_per_kwh,plan_kwh,load_kwh,pv_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,emergency_cost_yuan
2025-02-01,00:00-00:10,0.4248,1258.40385,422.0303666666667,0.0,833.3333333333334,0.0,0.0,3.040149999999926,6000.0,6750.0,534.56995548,0.0
2025-02-01,00:10-00:20,0.4245,1248.2295666666666,415.4073166666667,0.0,832.8222499999999,0.0,0.0,0.0,6750.0,7499.540025,529.87345105,0.0
2025-02-01,00:20-00:30,0.4269,1228.8483333333334,410.7166666666667,0.0,818.1316666666667,0.0,0.0,0.0,7499.540025,8235.858525,524.5953535,0.0
2025-02-01,00:30-00:40,0.4272,1140.1438833333307,430.29479999999995,0.0,709.8490833333308,0.0,0.0,0.0,8235.858525,8874.722699999997,487.0694669599989,0.0
2025-02-01,00:40-00:50,0.4271,1315.1588666666669,424.4105833333333,0.0,833.3333333333334,0.0,0.0,57.4149500000002,8874.722699999997,9624.722699999997,561.7043519533333,0.0
2025-02-01,00:50-01:00,0.4285,519.99,406.0516666666667,0.0,113.93833333333333,0.0,0.0,0.0,9624.722699999997,9727.267199999997,222.815715,0.0
2025-02-01,01:00-01:10,0.4311,518.3905166666668,436.7501833333333,0.0,81.6403333333335,0.0,0.0,0.0,9727.267199999997,9800.743499999997,223.47815173500007,0.0
2025-02-01,01:10-01:20,0.4302,509.62021666666664,451.7976833333333,0.0,57.822533333333354,0.0,0.0,0.0,9800.743499999997,9852.783779999996,219.23861721,0.0
2025-02-01,01:20-01:30,0.4279,495.26166666666666,446.08,0.0,49.18166666666667,0.0,0.0,0.0,9852.783779999996,9897.047279999995,211.92246716666665,0.0
2025-02-01,01:30-01:40,0.4312,486.9410666666667,471.7663333333333,0.0,15.174733333333393,0.0,0.0,0.0,9897.047279999995,9910.704539999995,209.9689879466667,0.0
2025-02-01,01:40-01:50,0.4333,498.65573333333333,448.02596666666665,0.0,19.44851316872961,0.0,0.0,31.181253497937075,9910.704539999995,9928.208201851852,216.06752925333333,0.0
2025-02-01,01:50-02:00,0.4311,524.5433333333333,397.40333333333336,0.0,0.0,0.0,0.0,127.13999999999993,9928.208201851852,9928.208201851852,226.13063099999997,0.0
2025-02-01,02:00-02:10,0.4293,519.1007500000001,434.0906333333333,0.0,22.76109547325177,0.0,0.0,62.24902119341499,9928.208201851852,9948.693187777779,222.84995197500004,0.0
2025-02-01,02:10-02:20,0.4324,519.2539499999999,490.5609166666666,0.0,28.69303333333329,0.0,0.0,0.0,9948.693187777779,9974.516917777779,224.52540797999995,0.0
2025-02-01,02:20-02:30,0.4367,533.4533333333334,503.22,0.0,26.794683333331186,0.0,0.0,3.4386500000021636,9974.516917777779,9998.632132777777,232.95907066666666,0.0
2025-02-01,02:30-02:40,0.4348,496.5015833333334,474.0728166666667,0.0,0.0,0.0,0.0,22.42876666666666,9998.632132777777,9998.632132777777,215.87888843333337,0.0
2025-02-01,02:40-02:50,0.4335,498.00376666666665,461.38439999999997,0.0,0.0,0.0,0.0,36.61936666666668,9998.632132777777,9998.632132777777,215.88463285,0.0
2025-02-01,02:50-03:00,0.4357,566.6983333333333,476.94166666666666,0.0,0.0,0.0,0.0,89.7566666666666,9998.632132777777,9998.632132777777,246.9104638333333,0.0
2025-02-01,03:00-03:10,0.4374,537.4453,483.39955000000003,0.0,0.0,0.0,0.0,54.04574999999994,9998.632132777777,9998.632132777777,235.07857422,0.0
2025-02-01,03:10-03:20,0.4371,513.7195333333334,486.6019166666667,0.0,0.0,0.0,0.0,27.11761666666672,9998.632132777777,9998.632132777777,224.54680802000001,0.0
2025-02-01,03:20-03:30,0.4356,527.855,498.84833333333336,0.0,19.493324691356975,0.0,0.0,9.513341975309686,9998.632132777777,10016.176124999998,229.933638,0.0
2025-02-01,03:30-03:40,0.4353,510.04999999999995,518.3097333333334,0.0,0.0,8.259733333333429,0.0,0.0,10016.176124999998,10006.998643518516,222.024765,0.0
2025-02-01,03:40-03:50,0.436,514.4613666666667,509.13346666666666,0.0,5.3279,0.0,0.0,0.0,10006.998643518516,10011.793753518516,224.30515586666667,0.0
2025-02-01,03:50-04:00,0.4378,519.2449999999999,483.6166666666666,0.0,4.869301646090719,0.0,0.0,30.759031687242555,10011.793753518516,10016.176124999998,227.32546099999996,0.0
2025-02-01,04:00-04:10,0.4401,518.2573666666666,491.1868,0.0,14.636754732511893,0.0,0.0,12.433811934154676,10016.176124999998,10029.349204259259,228.08506706999998,0.0
2025-02-01,04:10-04:20,0.4389,537.1540833333333,504.64528333333334,0.0,15.55483333333338,0.0,0.0,16.953966666666588,10029.349204259259,10043.348554259259,235.75692717500002,0.0
2025-02-01,04:20-04:30,0.4364,569.2516666666666,505.5783333333333,0.0,0.0,0.0,0.0,63.67333333333323,10043.348554259259,10043.348554259259,248.4214273333333,0.0
2025-02-01,04:30-04:40,0.4393,573.6348333333335,503.2309666666667,0.0,0.0,0.0,0.0,70.40386666666683,10043.348554259259,10043.348554259259,251.99778228333344,0.0
2025-02-01,04:40-04:50,0.4422,565.4514,502.84698333333336,0.00023333333333333333,0.0,0.0,0.0,62.60464999999999,10043.348554259259,10043.348554259259,250.04260908,0.0
2025-02-01,04:50-05:00,0.4395,595.0566666666667,499.64166666666665,0.0,89.21857860082127,0.0,0.0,6.196421399178803,10043.348554259259,10123.645274999999,261.52740500000004,0.0
2025-02-01,05:00-05:10,0.4333,544.0327333333332,488.78358333333335,0.0,3.719766666666672,0.0,0.0,51.529383333333215,10123.645274999999,10126.993064999999,235.7293833533333,0.0
2025-02-01,05:10-05:20,0.4439,570.0686833333333,498.51875,0.003316666666666667,0.0,0.0,0.0,71.5532499999983,10126.993064999999,10126.993064999999,253.05348853166666,0.0
2025-02-01,05:20-05:30,0.4301,586.4500000000002,529.2233333333334,0.0,3.5050000000006145,0.0,0.0,53.72166666666619,10126.993064999999,10130.147565,252.23214500000006,0.0
2025-02-01,05:30-05:40,0.3713,1368.1366,547.4103166666666,0.0,744.2804833333341,0.0,0.0,76.44579999999928,10130.147565,10800.0,507.98911958,0.0
2025-02-01,05:40-05:50,0.5708,124.46031549999907,531.2274,0.04623333333333333,0.0,406.72085116666676,0.0,0.0,10800.0,10348.087943148148,71.04194808739946,0.0
2025-02-01,05:50-06:00,0.9099,0.0,510.98333333333335,0.0,0.0,510.98333333333335,0.0,0.0,10348.087943148148,9780.328683888889,0.0,0.0
2025-02-01,06:00-06:10,0.9368,0.0,535.1871833333333,0.0,0.0,535.1871833333333,0.0,0.0,9780.328683888889,9185.676257962963,0.0,0.0
2025-02-01,06:10-06:20,0.8758,0.0,533.9993499999999,0.6440166666666667,0.0,533.3553333333333,0.0,0.0,9185.676257962963,8593.059220925927,0.0,0.0
2025-02-01,06:20-06:30,0.8759,0.0,504.52,0.0,0.0,504.52,0.0,0.0,8593.059220925927,8032.481443148149,0.0,0.0
2025-02-01,06:30-06:40,0.8601,0.0,519.5536833333333,0.0,0.0,519.5536833333333,0.0,0.0,8032.481443148149,7455.1995727777785,0.0,0.0
2025-02-01,06:40-06:50,0.8442,0.0,566.415,14.934916666666666,0.0,551.4800833333333,0.0,0.0,7455.1995727777785,6842.443924629631,0.0,0.0
2025-02-01,06:50-07:00,0.8334,0.0,608.7916666666666,56.75,0.0,552.0416666666666,0.0,0.0,6842.443924629631,6229.064295000001,0.0,0.0
2025-02-01,07:00-07:10,0.8092,0.0,617.2140499999999,102.656,0.0,514.5580499999999,0.0,0.0,6229.064295000001,5657.333128333335,0.0,0.0
2025-02-01,07:10-07:20,0.7972,0.0,595.3964666666667,147.48791666666668,0.0,447.90855,0.0,0.0,5657.333128333335,5159.6569616666675,0.0,0.0
2025-02-01,07:20-07:30,0.7644,0.0,579.5366666666666,190.11249999999998,0.0,389.4241666666667,0.0,0.0,5159.6569616666675,4726.963443148149,0.0,0.0
2025-02-01,07:30-07:40,0.6899,0.0,609.0003666666667,231.34661666666668,0.0,377.65374999999995,0.0,0.0,4726.963443148149,4307.348165370371,0.0,0.0
2025-02-01,07:40-07:50,0.86,0.0,640.2366833333333,279.07533333333333,0.0,361.16134999999997,0.0,0.0,4307.348165370371,3906.0577764814825,0.0,0.0
2025-02-01,07:50-08:00,1.1617,0.0,633.9416666666667,334.01875,0.0,299.9229166666667,0.0,0.0,3906.0577764814825,3572.8100912962973,0.0,0.0
2025-02-01,08:00-08:10,1.1683,0.0,590.91065,388.68441666666666,0.0,202.22623333333337,0.0,0.0,3572.8100912962973,3348.1142764814826,0.0,0.0
2025-02-01,08:10-08:20,1.0956,0.0,568.5581666666667,438.7655666666667,0.0,129.7926,0.0,0.0,3348.1142764814826,3203.9002764814827,0.0,0.0
2025-02-01,08:20-08:30,1.0849,0.0,574.2283333333334,487.94374999999997,0.0,86.28458333333339,0.0,0.0,3203.9002764814827,3108.0285172222234,0.0,0.0
2025-02-01,08:30-08:40,1.061,0.0,577.8523166666666,541.8831666666666,0.0,35.96915000000001,0.0,0.0,3108.0285172222234,3068.062795000001,0.0,0.0
2025-02-01,08:40-08:50,1.043,0.0,649.0800333333333,586.6261000000001,0.0,62.453933333333225,0.0,0.0,3068.062795000001,2998.669535740742,0.0,0.0
2025-02-01,08:50-09:00,1.036,0.0,737.1266666666667,621.9499999999999,0.0,115.17666666666673,0.0,0.0,2998.669535740742,2870.695461666668,0.0,0.0
2025-02-01,09:00-09:10,1.0147,0.0,711.2534166666666,665.4293,0.0,45.824116666666555,0.0,0.0,2870.695461666668,2819.779776481483,0.0,0.0
2025-02-01,09:10-09:20,0.9922,0.0,698.3616999999999,729.7222,31.360500000000116,0.0,0.0,0.0,2819.779776481483,2848.0042264814833,0.0,0.0
2025-02-01,09:20-09:30,0.97,0.0,736.3866666666667,798.0875,61.70083333333332,0.0,0.0,0.0,2848.0042264814833,2903.534976481483,0.0,0.0
2025-02-01,09:30-09:40,0.9422,0.0,733.2125666666667,838.3206833333334,105.10811666666666,0.0,0.0,0.0,2903.534976481483,2998.132281481483,0.0,0.0
2025-02-01,09:40-09:50,0.9569,0.0,697.1223666666666,867.3196166666667,170.19725000000005,0.0,0.0,0.0,2998.132281481483,3151.309806481483,0.0,0.0
2025-02-01,09:50-10:00,0.9977,0.0,678.5883333333334,894.0187500000001,215.4304166666667,0.0,0.0,0.0,3151.309806481483,3345.1971814814833,0.0,0.0
2025-02-01,10:00-10:10,0.9919,0.0,711.4322000000001,911.8498333333333,200.41763333333324,0.0,0.0,0.0,3345.1971814814833,3525.573051481483,0.0,0.0
2025-02-01,10:10-10:20,0.9588,0.0,706.70705,933.6272333333333,226.92018333333328,0.0,0.0,0.0,3525.573051481483,3729.801216481483,0.0,0.0
2025-02-01,10:20-10:30,0.9549,0.0,666.9933333333333,959.21875,292.22541666666666,0.0,0.0,0.0,3729.801216481483,3992.8040914814833,0.0,0.0
2025-02-01,10:30-10:40,0.9839,0.0,678.7204333333333,979.8081666666667,301.0877333333334,0.0,0.0,0.0,3992.8040914814833,4263.783051481483,0.0,0.0
2025-02-01,10:40-10:50,0.799,0.0,678.1305,1021.3479000000001,343.2174000000001,0.0,0.0,0.0,4263.783051481483,4572.678711481483,0.0,0.0
2025-02-01,10:50-11:00,0.5025,0.0,652.9250000000001,1060.2749999999999,407.3499999999998,0.0,0.0,0.0,4572.678711481483,4939.293711481483,0.0,0.0
2025-02-01,11:00-11:10,0.4662,0.0,657.69435,1046.1778166666666,210.69767759383342,0.0,0.0,177.78578907283315,4939.293711481483,5128.921621315933,0.0,0.0
2025-02-01,11:10-11:20,0.5007,0.0,656.1017166666667,1051.3417833333333,101.58553333333151,0.0,0.0,293.6545333333351,5128.921621315933,5220.348601315932,0.0,0.0
2025-02-01,11:20-11:30,0.4827,0.0,654.535,1099.0625,115.91208333333702,0.0,0.0,328.615416666663,5220.348601315932,5324.669476315935,0.0,0.0
2025-02-01,11:30-11:40,0.4785,0.0,692.20855,1136.31565,109.70503333333198,0.0,0.0,334.4020666666681,5324.669476315935,5423.404006315934,0.0,0.0
2025-02-01,11:40-11:50,0.4662,0.0,680.1494833333334,1128.4168166666666,170.4982666666648,0.0,0.0,277.76906666666844,5423.404006315934,5576.852446315932,0.0,0.0
2025-02-01,11:50-12:00,0.4432,494.21291666666673,640.0333333333333,1100.65625,748.695000000001,0.0,0.0,206.14083333333247,5576.852446315932,6250.677946315933,219.03516466666667,0.0
2025-02-01,12:00-12:10,0.4411,535.7500666666671,676.8413833333333,1105.4832,757.5017833333372,0.0,0.0,206.89009999999644,6250.677946315933,6932.429551315936,236.31935440666683,0.0
2025-02-01,12:10-12:20,0.4551,607.4161587674961,663.0938,1089.4810666666667,782.8181254341597,0.0,0.0,250.9853000000031,6932.429551315936,7636.96586420668,276.4350938550875,0.0
2025-02-01,12:20-12:30,0.4463,544.8195833333334,594.0216666666666,1052.4125000000001,720.9475,0.0,0.0,282.2629166666668,7636.96586420668,8285.81861420668,243.1529800416667,0.0
