date,plan_cost,refund,penalty,extra_cost,emergency_cost,total_cost,increase_total,decrease_total,plan_total,adjusted_total,emergency_total,unused_total,soc_start,soc_end
2025-02-01,24715.141993125213,1545.6139914284809,772.8069957142404,0.0,0.0,23942.334997410973,0.0,2086.0601422759055,47059.93027402457,44973.87013174866,0.0,4296.670894229344,6000.0,8392.265685482358
2025-02-02,57785.787677384134,2857.818874258975,1428.9094371294875,41.910692043543094,0.0,56398.78893229819,24.051356944445615,3982.2803784400976,90739.78489960995,86781.5558781143,0.0,4198.995152415965,8392.265685482358,8410.248572919338
2025-02-03,58776.68821297963,3852.7677897075364,1926.3838948537682,2.0491597751970402e-12,0.0,56850.30431812586,1.5916157281026244e-12,5231.158034107755,92312.41960431915,87081.26157021138,0.0,2897.856869905412,8410.248572919338,8095.2975758891325
2025-02-04,61710.81125753173,3322.840877075933,1661.4204385379664,18.52614687291967,0.0,60067.91696586668,10.571569444447334,4308.053419178207,96324.95630981284,92027.47446007909,0.0,5590.10903050186,8095.2975758891325,8965.675560413803
2025-02-05,56718.72163494616,1100.1966568622752,550.0983284311376,258.26615661582696,7.617018127348274e-13,56426.88946313085,153.09930849743142,1287.9492968866193,89151.15979714386,88016.30980875468,1.1368683772161603e-13,3437.3160119324016,8965.675560413803,8469.131441629168
2025-02-06,61405.67716159749,5086.946457500369,2543.4732287501847,59.49762539500085,0.0,58921.701558242305,34.62045416666729,6707.1946929430815,95648.46307416985,88975.88883539343,0.0,4378.247482863514,8469.131441629168,8521.423328734723
2025-02-07,23477.216702671343,2395.1322458414106,1197.5661229207053,7.235803423100151e-12,0.0,22279.650579750647,4.945377440890297e-12,4008.0138882669494,44657.309026617106,40649.295138350164,0.0,6003.933337371387,8521.423328734723,7766.53492649334
2025-02-08,18638.712996354756,13.375097093591915,6.6875485467959574,942.0483680675784,652.7180201999971,20226.79183607554,627.8170707364574,31.8713439885135,36291.071082984825,36887.01680973277,106.77539999999954,1464.8871185323583,7766.53492649334,7992.214629314449
2025-02-09,55771.33420484161,1547.0809602392824,773.5404801196412,87.82403605213447,102.8329828232422,55188.45074359735,46.216864305147965,2272.2011407670248,88183.13301230021,85957.14873583835,21.112624833331665,2283.2205261026625,7992.214629314449,7838.118979849995
2025-02-10,53364.941604655454,3406.1791949010203,1703.0895974505102,2.0922357180097607e-12,0.0,51661.85200720494,2.2737367544323206e-12,4354.726189119554,84676.4992032185,80321.77301409894,0.0,1401.9148496797002,7838.118979849995,7965.816811488332
2025-02-11,53699.744408802675,4303.779435351187,2151.8897176755936,120.73070798531502,3572.928320561992,55241.51371967439,65.8129732071958,5474.46171245754,85272.47110837614,79863.82236912579,701.2558067372613,517.098901583036,7965.816811488332,8242.533240470368
2025-02-12,53317.73587147822,3856.39182696806,1928.19591348403,656.803924710691,1867.0530956155885,53913.39697832047,332.28222868055536,5236.771115685166,84633.42229316008,79728.93340615547,431.89307066406735,790.6590632201616,8242.533240470368,7873.989463297509
2025-02-13,49465.91524871251,2154.560578170156,1077.280289085078,39.197623025087694,688.7493535178791,49116.5819361704,20.571750000037078,2886.9122775087126,79569.28331352181,76702.94278601313,146.40668055551774,1788.8278868058353,7873.989463297509,7265.731866562541
2025-02-14,18368.300290309307,210.73786956416683,105.36893478208341,845.8740665607099,0.0,19108.805422087935,566.4528736640334,511.06712500000015,35821.80835041114,35877.19409907517,0.0,2845.5039066755244,7265.731866562541,6940.001365927005
2025-02-15,19429.801898650003,709.4854867819006,354.7427433909503,576.0750584023124,1055.1531608175837,20706.287374478947,314.12566574094143,1128.1260192400678,37401.25267448682,36587.252320987696,236.8236380000001,3419.0044323045277,6940.001365927005,7548.756244204153
2025-02-16,53960.95455051672,5030.021199964614,2515.010599982307,960.0968147005523,2479.2389578371585,54885.279723072126,499.00673320833255,7066.82585014129,86273.30023048172,79705.48111354877,527.0818792613863,161.4052858024677,7548.756244204153,7820.118093148148
2025-02-17,53152.65830812337,6583.0278624868915,3291.5139312434458,1148.9694302716498,636.8797371684013,51646.99354431998,606.5631137484761,9902.851393833034,85698.3338151749,76402.04553509034,138.5687196109099,1311.2297944959028,7820.118093148148,7767.019792407396
2025-02-18,47363.64046700788,22.106717456189596,11.053358728094798,1632.6024002474169,1097.9040633494367,50083.093571876634,1165.5380469138345,52.732487937550445,76482.00002852986,77594.80558750614,232.44742944067565,1396.2922744793575,7767.019792407396,7951.941227728999
2025-02-19,47401.769225508615,84.30889088916672,42.15444544458336,743.8028056190001,1146.181590312186,49249.599175995216,533.1068761051563,170.60320555555563,76228.45041197308,76590.95408252269,262.70051651448057,157.07420972221558,7951.941227728999,7399.7310588888895
2025-02-20,49487.36265202108,3187.380010640425,1593.6900053202125,416.5185816678763,163.4777407832282,48473.66896915198,267.9823095353065,4472.288610829159,79623.9978611836,75419.69155988975,35.16960355555714,1016.5333988574113,7399.7310588888895,6646.753251002869
2025-02-21,17274.39149658557,66.90484351522456,33.45242175761228,678.9498897142951,0.0,17919.88896454225,455.9467392072865,110.06846314118496,33649.90808846801,33995.78636453411,0.0,5759.718839548958,6646.753251002869,5955.302329631994
2025-02-22,19283.461562040873,414.12276309054135,207.06138154527068,619.1754196558583,0.0,19695.57560015146,478.47970697888525,565.1225115569289,37452.6474408879,37366.00463630986,0.0,3353.9819855397673,5955.302329631994,8525.466315334941
2025-02-23,48642.32064234565,1991.6964627890438,995.8482313945219,470.0965361338514,0.0,48116.56894708498,349.75877613443043,2876.8175329451274,78483.43001381251,75956.3712570018,0.0,377.0240251886239,8525.466315334941,8236.083947196272
2025-02-24,46589.81932216623,1565.912325996336,782.956162998168,331.29795449778004,233.57531753472674,46371.73643120057,206.86529254315832,2061.586929581617,74860.56708677376,73005.84544973531,51.460847222223265,972.8911039917706,8236.083947196272,8045.780842410485
2025-02-25,48507.05389691158,4669.859778992959,2334.9298894964795,82.12681075444603,144.49499629165794,46398.74581446121,47.68734679487262,6915.911917640664,78641.3257056473,71773.10113480152,32.99370833333134,2186.035400376577,8045.780842410485,7665.647002971106
2025-02-26,42946.05591427485,16.892120000003825,8.446060000001912,4522.056817734996,0.0,47459.666672009844,4894.051815663627,40.13333333333787,69889.72202891193,74743.6405112422,0.0,903.7157731824549,7665.647002971106,8364.241980023899
2025-02-27,41838.90889899229,61.69849010079273,30.849245050396366,2072.0600743674677,1246.0651015505268,45126.184829859885,2404.101829508567,135.81071548107047,66188.44888139372,68456.73999542122,222.821551652778,538.9572882201671,8364.241980023899,5616.216822409626
2025-02-28,16934.826856354797,55.897834450288215,27.948917225144108,657.58388453783,1035.6655887918466,18600.127412459333,505.24922456992135,91.08366545554938,33043.8160954524,33457.98165456677,229.4529319681047,7143.374226954733,5616.216822409626,5677.713846633707
2025-03-01,18873.441509251486,276.1341548397955,138.06707741989774,1.0847429621207994e-13,78.7444329004837,18814.118864732074,8.526512829121202e-14,352.6123659736482,36850.998304299144,36498.38593832549,16.701303574961837,7370.701108333333,5677.713846633707,7767.670805438384
2025-03-02,48942.82168485284,559.9872703079182,279.9936351539591,3162.160666906124,0.0,51824.988716605,3372.1262649285163,714.6720926947129,78493.49296212185,81150.94713435564,0.0,4392.432404586147,7767.670805438384,7953.590135658203
2025-03-03,50016.1949552718,1621.6805593889262,810.8402796944631,956.6995216542439,0.0,50162.05419723158,717.0713331672059,2403.4762215687488,80120.93392228581,78434.52903388426,0.0,2459.212399298145,7953.590135658203,7863.69180241163
2025-03-04,44576.963799614794,28.5637009108194,14.2818504554097,4350.74243055235,307.2163993905384,49220.64077910228,4565.211855271209,60.66052026062982,71365.33254289912,75869.8838779097,86.8909158194442,2814.3942928155006,7863.69180241163,7977.900401672842
2025-03-05,46521.00850111569,1557.3169370741598,778.6584685370799,955.6081375220535,170.45849503202436,46868.416665132696,874.6070676348529,2274.2489328432553,75017.85449193636,73618.21262672798,34.91274858061229,3942.1845127164825,7977.900401672842,7818.296975746977
2025-03-06,42567.30655460893,54.64522889597299,27.322614447986496,1696.1857094386298,0.0,44236.16964959957,2079.7055486011914,109.60847777777838,67782.73731529023,69752.83438611365,0.0,2076.1221203921345,7818.296975746977,5781.862606746345
2025-03-07,17037.43490464292,705.099496598868,352.549748299434,92.53344114544744,0.0,16777.41859748893,66.0530006323817,880.2032369027802,32179.292994770352,31365.142758499955,0.0,9034.404502662193,5781.862606746345,4383.641460246914
2025-03-08,17654.79323198508,42.918325185000135,21.459162592500068,339.558160909731,194.56101236955294,18167.45324267186,293.92994798500615,77.6461166666669,34735.0017575307,34951.28558884904,78.92154655555464,8946.555827777787,4383.641460246914,8009.477163425931
2025-03-09,43795.67530962613,1688.65863798384,844.32931899192,34.61508106811644,0.0,42985.961071702324,25.34843446759257,3296.433237880283,71340.7471124859,68069.6623090732,0.0,575.6320577504395,8009.477163425931,8071.00821425926
2025-03-10,43949.247149148185,723.8060434230468,361.9030217115234,1818.9307597599363,321.3309466784436,45727.60583387503,1504.735089910194,1056.639075504379,72537.13580509627,72985.23181950209,47.93107836991703,810.6744746433853,8071.00821425926,8031.182447262873
2025-03-11,39553.50031142473,4.746146166666733,2.3730730833333666,4132.549398049696,210.47266630483688,43894.14930269593,4637.152631028998,11.201666666666824,64925.111183751134,69551.06214811347,45.54467282235976,1173.2609752066496,8031.182447262873,8346.979960975108
2025-03-12,45344.27851646111,4185.9785674254435,2092.9892837127218,0.0,0.0,43251.289232748386,0.0,6756.056224274538,73937.32186221713,67181.26563794258,0.0,1007.0129695436947,8346.979960975108,7993.905653629004
2025-03-13,43328.59919586858,1358.0918540485984,679.0459270242992,374.14201479820105,427.15351656014144,43450.84880020261,346.9764496531626,1584.079473420706,69214.75579783574,67977.6527740682,78.59073647597675,1176.5018875989658,7993.905653629004,3695.8809777777824
2025-03-14,15519.355724147015,0.0,0.0,347.7803188594402,2.0896884223020603e-14,15867.136043006456,254.30954714701076,0.0,30327.104035853008,30581.413583000023,9.592326932761352e-15,11066.578641314163,3695.8809777777824,4086.249495109824
2025-03-15,17111.72358286661,11.24105183468972,5.62052591734486,828.3441067787926,244.63920190011132,18179.086365628165,593.9032892302829,18.364112264398273,34552.6698432879,35128.20902025378,53.408038542150706,7045.5392514346395,4086.249495109824,7849.994137247943
2025-03-16,43788.378154782265,1827.3565102090217,913.6782551045109,915.2607350770107,7.461179999999938,43797.421814754765,1164.026131836214,2634.333365709632,71219.7681919186,69749.46095804518,1.6399999999999864,2057.6800889880183,7849.994137247943,8231.939597080096
2025-03-17,39998.42763937956,2673.6080142551095,1336.8040071275548,1224.7872745830186,882.1061583845417,40768.51706521957,1035.4131665525965,5608.662942095354,67106.77078825221,62533.521012709454,203.37626141238115,600.3472425989881,8231.939597080096,8427.115517610964
2025-03-18,45306.35167614641,5703.066578147136,2851.533289073568,247.4540688532134,5.1249116950202725e-12,42702.27245592607,143.9149137361644,8969.146293737564,73938.23949750827,65113.00811750689,8.185452315956353e-13,583.0599307267439,8427.115517610964,7826.759704496678
2025-03-19,38286.29865354901,86.18113494094519,43.09056747047259,2598.100188534794,0.0,40841.30827461333,3123.4509570020837,75.70435833666721,62388.27587465067,65436.02247331608,0.0,1231.664235093002,7826.759704496678,8467.520282712334
2025-03-20,41185.09094760373,2948.6717936986165,1474.3358968493083,714.7748986255388,2165.882490285287,42591.41243966524,538.1736827973923,4424.869910798517,65824.80537149611,61938.10914349499,476.9497079389615,412.91087908547536,8467.520282712334,4646.882198577012
2025-03-21,14549.872111775661,451.85023594443464,225.92511797221732,219.1657371333366,841.1201616649564,15384.232892601736,184.50388333333532,546.893676697216,28058.99941562483,27696.60962226095,308.9570693679919,14324.51684397217,4646.882198577012,3443.7170220370404
2025-03-22,18249.704016970056,310.7762853602636,155.3881426801318,3.4340530419285643e-14,0.0,18094.31587428992,2.842170943040401e-14,350.9081979052655,35843.19068962997,35492.282491724705,0.0,11032.071530775296,3443.7170220370404,8697.613016785872
2025-03-23,42341.57432351963,3696.809808638142,1848.404904319071,86.86514268330997,899.5394606816743,41479.57402256554,46.34629850375307,5449.897308409239,69037.20777469059,63633.65676478509,132.30356545258033,1943.9905020891192,8697.613016785872,8008.149682997554
2025-03-24,38643.71813726287,451.7191543013456,225.8595771506728,498.9894061506908,120.03503819850137,39036.88300446139,403.21560051723685,986.1101911485507,63350.490111211904,62767.59552058059,42.05852775000043,989.8367315718258,8008.149682997554,7900.081988941135
2025-03-25,47226.478706887654,7849.3137771395905,3924.6568885697952,7.158433845688705e-12,874.4499063670263,44176.271724684884,5.002220859751105e-12,11561.20262859376,76328.376278417,64767.173649823235,198.4166950135365,146.09941111111755,7900.081988941135,7726.213785
2025-03-26,40465.42819100057,4365.3249976159905,2182.6624988079952,830.9367796769532,0.0,39113.70247186952,706.9057019999939,6633.067324044589,66399.28435147615,60473.12272943154,0.0,746.2613983835698,7726.213785,7835.222418593372
2025-03-27,41016.72852226546,4876.578176101786,2438.289088050893,0.0,1456.7624261587707,40035.20186037334,0.0,7218.8620255187125,65469.06023056086,58250.19820504216,308.81881517252236,438.6733184431131,7835.222418593372,3713.0777615723796
2025-03-28,15956.87402175755,292.6147972478343,146.30739862391715,3.747828714040224e-14,0.0,15810.566623133634,2.842170943040401e-14,328.95419458908816,31384.18021608556,31055.22602149647,0.0,16077.143036142159,3713.0777615723796,4929.834928780552
2025-03-29,15557.60884892576,62.277896195101036,31.138948097550518,898.2078512891171,677.1772596091482,17101.855011726475,627.9618444722167,149.42826148423865,31858.23663628375,32336.770219271722,126.13228499999707,18370.715423508234,4929.834928780552,8073.762502851958
2025-03-30,41111.759074716174,5181.6622597738615,2590.8311298869307,389.9321498649636,1026.845801944599,39937.70589663881,198.49488625639503,9134.145766382124,67609.92380875863,58674.2729286329,244.41105555559608,59.03757472563932,8073.762502851958,7886.931865900293
2025-03-31,34880.20661954543,93.44102808500048,46.72051404250024,2766.8007602031084,2232.8606902033316,39833.14755590937,3836.900867192175,223.0661500000009,56928.20755181063,60542.042269002806,545.9366261929484,145.58350555555836,7886.931865900293,8051.146920000001
2025-04-01,40321.97282373324,807.9151511711216,403.9575755855608,206.0876399114249,100.14778372040107,40224.250671779504,272.14210460754055,1666.9296837744623,66204.03389883746,64809.246319670536,26.361796989913927,1262.7471439471815,8051.146920000001,8010.4978649999985
2025-04-02,39138.48278294969,457.0454428554716,228.5227214277358,2052.1064554260915,994.7572518297146,41956.82376877776,2208.057691932968,721.0501124967466,65129.97667455653,66616.98425399275,194.40052010667253,2472.546108693382,8010.4978649999985,8096.494060403959
