date,plan_cost,refund,penalty,extra_cost,emergency_cost,total_cost,increase_total,decrease_total,expected_emergency_cost,emergency_total,unused_total,soc_start,soc_end
2025-02-01,18790.29925595544,0.0,0.0,0.0,6.873051461298019e-12,18790.299255955448,0.0,0.0,1476.2427987448036,1.8189894035458565e-12,5638.625130761304,6000.0,7239.475590478973
2025-02-02,62818.26432931342,0.0,0.0,0.0,0.0,62818.26432931342,0.0,0.0,1952.7490283483885,0.0,6537.478635952678,7239.475590478973,7866.655072777777
2025-02-03,62683.25147101612,0.0,0.0,0.0,0.0,62683.25147101612,0.0,0.0,1745.2990055529813,0.0,2707.5950812551537,7866.655072777777,9630.981444814814
2025-02-04,62913.962738477596,0.0,0.0,0.0,0.0,62913.962738477596,0.0,0.0,1701.1575604840618,0.0,3110.2715839506336,9630.981444814814,9228.450286111109
2025-02-05,63613.05535069099,0.0,0.0,0.0,139.35265146932989,63752.40800216032,0.0,0.0,2113.2059697584637,22.158157333332827,5169.293568895064,9228.450286111109,7780.215485185183
2025-02-06,67906.4815991004,0.0,0.0,0.0,0.0,67906.4815991004,0.0,0.0,0.0,0.0,8487.51581006198,7780.215485185183,10800.0
2025-02-07,16189.695483962543,0.0,0.0,0.0,3.191007458269723e-14,16189.695483962543,0.0,0.0,1686.2927339193957,2.158273559871304e-14,6763.43003627572,10800.0,6741.7580392592445
2025-02-08,15378.258734369501,0.0,0.0,0.0,3025.128594395863,18403.387328765362,0.0,0.0,804.6903393559955,612.0293831666735,2477.5414629629704,6741.7580392592445,6696.425286285185
2025-02-09,55424.60401986434,0.0,0.0,0.0,18613.453838965586,74038.05785882992,0.0,0.0,3328.468864337409,3154.502300279264,192.0690664609125,6696.425286285185,5827.489037412962
2025-02-10,58477.7450696104,0.0,0.0,0.0,4.580215318128466e-12,58477.745069610406,0.0,0.0,2578.914365065278,1.818989403545856e-12,6283.172634641978,5827.489037412962,6767.480674435304
2025-02-11,53830.938435102704,0.0,0.0,0.0,13113.311485017668,66944.24992012038,0.0,0.0,2445.8544236478265,2365.271789884783,1272.5058368312739,6767.480674435304,7531.200939074075
2025-02-12,54829.538521753,0.0,0.0,0.0,4718.022126203505,59547.5606479565,0.0,0.0,2451.316969362913,852.9518846066718,965.5691333333327,7531.200939074075,8169.107676851849
2025-02-13,53088.06311512874,0.0,0.0,0.0,1327.415324471102,54415.47843959984,0.0,0.0,3020.5771043729515,288.8868646666571,4828.993037860078,8169.107676851849,5743.799949814814
2025-02-14,14644.716022600584,0.0,0.0,0.0,3083.918421558087,17728.63444415867,0.0,0.0,127.68995100067139,682.5563018199989,2315.4043999999985,5743.799949814814,6335.426474814813
2025-02-15,15528.421849351556,0.0,0.0,0.0,780.2847927316581,16308.706642083214,0.0,0.0,445.89622653571416,190.33695433333116,3589.64331213992,6335.426474814813,6338.075900185186
2025-02-16,56729.1960122026,0.0,0.0,0.0,2080.8134555548245,58810.00946775742,0.0,0.0,257.98372022480174,392.92130666666475,3444.5297424544087,6338.075900185186,6528.952050000002
2025-02-17,56657.27764179045,0.0,0.0,0.0,731.7856770571889,57389.06331884764,0.0,0.0,208.72289949258905,116.52909155167467,8686.102717141976,6528.952050000002,6427.2616849999995
2025-02-18,52798.755104550975,0.0,0.0,0.0,629.3522353985493,53428.10733994952,0.0,0.0,280.8754536902998,98.62213546166709,3069.9114045905358,6427.2616849999995,6525.22379527037
2025-02-19,50780.00149575522,0.0,0.0,0.0,5060.420814576147,55840.42231033136,0.0,0.0,1689.0754300091241,1016.5455499400006,1103.6009500000046,6525.22379527037,5558.797566633327
2025-02-20,51980.420328196575,0.0,0.0,0.0,120.33643521666552,52100.75676341324,0.0,0.0,1614.901827057629,21.448433333333128,2241.1785833271933,5558.797566633327,5221.31843380429
2025-02-21,14810.430245125455,0.0,0.0,0.0,786.7850478118343,15597.21529293729,0.0,0.0,80.430707155313,242.1111645000002,5927.408598559671,5221.31843380429,5469.264413445227
2025-02-22,15338.125682100477,0.0,0.0,0.0,4324.1516632752355,19662.27734537571,0.0,0.0,121.98138972697436,1125.2880138333344,4552.9433644032915,5469.264413445227,6976.478187777779
2025-02-23,52569.60888770931,0.0,0.0,0.0,51.645318893334405,52621.25420660265,0.0,0.0,927.6463965316673,18.194101333333606,2605.580966148146,6976.478187777779,7095.574597608271
2025-02-24,50573.76518188223,0.0,0.0,0.0,980.3949106213886,51554.16009250362,0.0,0.0,991.7861057873677,190.76941204527458,4249.177321399177,7095.574597608271,6989.244091666667
2025-02-25,48644.77883791836,0.0,0.0,0.0,143.61260499999992,48788.391442918364,0.0,0.0,536.718647393905,27.983749999999986,5128.573350617282,6989.244091666667,6884.14992186557
